# index,date_and_time,caller_number,caller_channel,called_number,called_channel,ring_time,talk_time,status,details
2267,1402/12/12 16:46:14,421703011,16:764,2142170804,9:315,4:05,2:14,answered,
2268,1402/09/26 18:37:21,421702616,5:910,921844697071,24:605,4:57,3:08,answered,
2269,1402/07/28 09:46:53,421701371,20:447,6860264,35:838,2:45,3:47,answered,
2270,1402/01/12 17:44:29,4714,5:169,9421709750,32:641,2:40,2:17,answered,
2271,1402/07/02 11:19:34,21127489424,26:904,4793,30:219,0:34,4:04,answered,
2272,1402/10/14 14:33:47,282,19:483,9421708347,30:340,5:15,5:40,answered,
2273,1402/10/15 17:51:01,2881567,30:715,5135455,4:587,3:41,0:00,busy,
2274,1402/06/19 09:06:40,21555300173,12:688,421705127,23:491,3:44,1:16,answered,
2275,1402/05/05 15:47:08,21655251774,10:124,7526424,4:381,0:00,3:18,answered,
2276,1402/08/08 14:10:23,7072,3:156,921620148760,11:220,5:36,0:00,busy,
2277,1402/06/02 13:57:36,2142170793,25:743,2142170150,22:653,4:16,2:42,answered,
2278,1402/11/06 07:34:36,2142170336,25:603,5110,3:404,0:50,0:00,No answer,no pickup
2279,1402/07/16 16:50:11,332,37:517,421706175,-,2:14,0:17,answered,
2280,1402/03/05 15:29:16,4422070,40:711,4107,33:680,1:46,3:31,answered,
2281,1402/02/03 19:13:02,2142170386,23:276,21276787388,38:254,1:33,1:23,answered,
2282,1402/05/09 15:43:39,421703377,26:662,1448063,3:385,0:59,0:00,busy,
2283,1402/10/19 14:03:08,3616554,8:404,2142170893,5:859,3:39,5:48,answered,
2284,1402/05/07 14:29:55,21576102965,3:270,5190,27:569,0:21,0:00,No answer,no pickup
2285,1402/06/28 08:05:37,21456237246,38:132,6604,21:870,3:46,1:11,answered,
2286,1402/06/20 18:10:43,421707791,30:282,421702785,38:179,3:38,2:08,answered,
2287,1402/06/26 20:30:59,421703925,25:188,941,24:795,3:10,1:42,answered,
2288,1402/09/07 10:42:18,2142170688,4:626,760,13:583,4:13,3:54,answered,
2289,1402/01/01 07:11:51,2592668,10:596,921780807956,1:730,1:44,3:42,answered,
2290,1402/08/10 14:52:11,21570928033,32:947,9421702421,38:279,5:09,5:26,answered,
2291,1402/04/13 18:36:55,9949542,33:319,9421707293,20:130,5:30,0:00,busy,
2292,1402/09/27 19:01:38,421709195,35:674,421707180,17:119,4:13,1:25,answered,
2293,1402/07/16 10:51:08,3724452,31:283,2142170859,10:204,2:22,1:09,answered,
2294,1402/02/03 18:42:25,2142170116,22:934,397,5:532,0:34,3:11,answered,
2295,1402/06/27 14:20:54,2142170613,10:756,760,26:861,2:58,0:00,Failed,network error
2296,1402/12/19 08:37:45,218,6:650,421704207,26:437,2:55,0:49,answered,
2297,1402/10/03 16:24:52,469,27:699,2676559,4:858,1:08,0:00,busy,
2298,1402/05/05 11:38:06,421707449,27:259,2437043,8:609,3:30,0:00,No answer,no pickup
2299,1402/11/04 19:45:50,2142170522,38:961,2142170224,33:194,5:46,5:36,answered,
2300,1402/06/01 15:47:13,21447317510,16:272,2142170683,2:405,2:13,0:00,busy,
2301,1402/11/03 13:14:59,6135634,13:877,271,29:743,0:44,0:00,busy,
2302,1402/07/18 16:09:44,2142170533,10:133,2142170641,35:236,4:41,4:57,answered,
2303,1402/09/03 13:47:11,5580284,24:400,8186919,13:209,2:20,0:00,busy,
2304,1402/07/15 18:18:54,421707513,25:183,961,28:945,0:20,0:00,No answer,no pickup
2305,1402/10/25 20:23:15,2142170437,5:278,21836712747,34:934,4:19,0:42,answered,
2306,1402/03/20 10:04:39,7972967,7:760,2142170141,29:665,5:28,2:47,answered,
2307,1402/08/11 12:51:00,9647401,17:500,2142170653,28:214,2:45,0:00,No answer,no pickup
2308,1402/08/14 20:37:40,421709403,4:695,9421703675,17:232,2:59,5:48,answered,
2309,1402/04/05 16:39:27,21663603855,32:624,2142170982,20:307,2:34,5:43,answered,
2310,1402/12/09 10:31:44,6991977,27:300,921485869225,12:614,3:06,0:00,busy,
2311,1402/10/17 16:21:32,21816535955,9:721,550,27:341,0:38,4:46,answered,
2312,1402/02/10 16:45:07,385,17:262,5179394,23:358,2:46,0:00,Failed,network error
2313,1402/11/23 14:40:44,21776242857,30:909,1405,-,3:27,3:59,answered,
2314,1402/12/21 12:49:52,421701779,7:736,9421706109,2:599,1:52,1:17,answered,
2315,1402/10/05 09:03:37,250,10:942,2170,14:733,0:00,1:37,answered,
2316,1402/06/11 09:15:30,6011474,33:292,9421703990,2:358,4:58,0:00,busy,
2317,1402/04/25 20:40:35,674,35:414,7844263,27:450,0:36,0:13,answered,
2318,1402/07/22 19:50:16,5830824,17:923,421704016,13:474,5:47,0:00,No answer,no pickup
2319,1402/12/21 07:48:45,4417,30:213,9421704343,10:951,0:40,0:00,Failed,network error
2320,1402/02/22 19:52:01,3160,35:921,921492318678,4:257,1:58,4:35,answered,
2321,1402/04/26 12:27:19,421707970,18:775,2142170679,-,5:43,0:00,No answer,no pickup
2322,1402/05/20 09:03:14,421706472,5:586,921499624023,40:177,2:20,0:38,answered,
2323,1402/02/01 13:54:45,21139572869,31:331,639,34:288,3:24,0:00,Failed,network error
2324,1402/09/12 15:22:46,2142170448,22:856,21349668992,5:101,5:59,0:40,answered,
2325,1402/02/26 18:52:44,6444847,36:976,2142170174,1:293,5:08,1:06,answered,
2326,1402/04/06 07:44:17,8759902,7:840,5983910,-,4:48,0:00,Failed,network error
2327,1402/10/14 19:59:59,21129729575,14:312,2263700,12:262,2:06,3:24,answered,
2328,1402/03/04 20:13:13,789,20:473,2142170227,23:675,1:40,4:23,answered,
2329,1402/12/19 11:55:19,662,5:868,421703959,24:313,3:27,1:48,answered,
2330,1402/11/11 17:31:31,925,1:429,921585864766,27:982,2:53,0:25,answered,
2331,1402/03/28 20:21:26,745,33:567,421702590,-,2:24,4:31,answered,
2332,1402/12/26 20:53:11,6080,33:480,7606,-,3:09,3:21,answered,
2333,1402/11/24 11:16:44,21309225212,25:999,902,32:487,1:20,5:06,answered,
2334,1402/06/09 12:48:51,2142170974,36:712,9421702512,35:420,1:57,0:00,busy,
2335,1402/11/21 16:45:21,4584999,10:236,421707953,31:767,5:20,0:00,Failed,network error
2336,1402/10/14 10:13:27,21309018174,2:678,9421704111,7:991,0:20,5:00,answered,
2337,1402/06/20 14:23:49,2142170696,34:312,421708400,19:466,4:47,0:00,No answer,no pickup
2338,1402/09/06 15:40:59,2142170310,27:428,3084,3:953,3:35,0:00,No answer,no pickup
2339,1402/08/25 14:00:53,355,29:948,21641519093,25:773,0:54,5:25,answered,
2340,1402/06/19 20:23:34,21794135128,11:596,9369,4:809,3:37,4:54,answered,
2341,1402/11/06 14:27:07,421703691,2:111,7949060,15:462,0:42,0:00,No answer,no pickup
2342,1402/11/22 13:12:13,421701945,31:467,921257349438,33:811,5:17,4:44,answered,
2343,1402/10/11 17:59:10,21487870188,14:306,421702133,-,2:05,0:00,No answer,no pickup
2344,1402/10/21 07:53:32,8071278,5:296,9421707338,12:276,5:03,4:09,answered,
2345,1402/09/04 13:56:16,421701448,38:461,4519,3:920,2:09,5:55,answered,
2346,1402/12/04 15:51:49,2142170102,15:972,3241,7:344,3:31,5:17,answered,
2347,1402/06/17 08:14:26,421705030,33:267,8925173,4:183,5:56,2:54,answered,
2348,1402/01/14 09:02:32,421708968,9:208,5621167,18:110,3:53,5:24,answered,
2349,1402/05/20 13:34:58,553,38:434,921392135011,-,4:05,4:18,answered,
2350,1402/03/22 19:03:18,5549,32:356,8254,20:228,5:06,3:53,answered,
2351,1402/05/10 11:19:26,2142170739,24:596,1465,5:917,2:47,2:10,answered,
2352,1402/02/16 15:18:09,2142170388,5:343,921565089304,7:329,3:44,4:39,answered,
2353,1402/03/24 19:28:47,648,8:470,477,10:267,2:07,1:20,answered,
2354,1402/05/03 16:30:22,21483412472,14:942,2142170472,4:976,3:15,1:15,answered,
2355,1402/01/17 12:58:33,9877,13:755,452,23:798,4:57,1:26,answered,
2356,1402/09/19 18:44:37,421703189,34:827,6108,34:225,0:51,4:39,answered,
2357,1402/01/14 11:12:12,2142170381,38:863,9421709342,21:447,1:51,0:00,No answer,no pickup
2358,1402/05/02 20:59:55,2142170434,37:791,9421702972,12:398,1:17,0:00,busy,
2359,1402/05/21 10:00:42,421701091,34:771,9421704163,32:883,1:19,2:30,answered,
2360,1402/09/19 13:59:38,4907,5:151,421703125,8:682,4:53,5:11,answered,
2361,1402/09/07 08:05:59,344,37:574,3076991,37:465,0:27,3:22,answered,
2362,1402/03/08 08:24:08,21280054402,22:963,9421708601,6:125,0:01,0:00,busy,
2363,1402/04/18 11:54:51,421707685,29:754,9421705397,6:862,5:34,0:00,Failed,network error
2364,1402/04/28 14:08:21,2142170681,8:195,921402129182,34:132,5:55,1:48,answered,
2365,1402/03/19 09:20:18,2026237,26:444,21606748252,18:606,3:14,0:00,No answer,no pickup
2366,1402/08/28 13:47:54,21791455903,9:271,921635423724,31:499,0:31,2:41,answered,
2367,1402/05/05 12:18:38,145,29:645,3242059,-,3:05,0:00,No answer,no pickup
2368,1402/06/13 20:21:15,7034,37:717,9421704116,6:198,5:40,5:43,answered,
2369,1402/09/01 15:51:32,2142170524,16:446,21250437908,24:460,4:41,1:27,answered,
2370,1402/12/16 11:08:22,2142170648,19:265,9421706979,4:848,2:13,3:33,answered,
2371,1402/08/17 20:41:55,421708568,28:921,8850,12:881,2:14,0:00,No answer,no pickup
2372,1402/11/28 09:51:18,21915808678,27:593,6119,-,4:09,0:00,Failed,network error
2373,1402/10/26 12:55:39,623,25:295,9421702002,36:967,3:22,0:00,busy,
2374,1402/04/22 17:01:04,153,19:419,2142170193,18:909,0:39,3:10,answered,
2375,1402/08/03 20:12:56,5103675,3:868,21793289401,32:128,4:29,0:00,Failed,network error
2376,1402/10/26 09:28:22,21946790877,40:273,831,27:148,0:02,0:00,Failed,network error
2377,1402/02/01 15:58:21,21797740097,16:930,21283256618,1:611,0:53,0:06,answered,
2378,1402/05/24 16:07:00,21322126839,25:574,21610118169,34:588,0:02,0:18,answered,
2379,1402/06/04 16:24:16,5116,9:704,382,33:746,3:07,0:00,busy,
2380,1402/05/26 20:38:24,821,21:434,421708025,-,2:59,5:10,answered,
2381,1402/05/21 19:08:26,2825480,14:350,8595024,12:332,0:42,3:40,answered,
2382,1402/07/03 18:13:39,2142170587,9:114,9421702320,34:525,3:27,5:50,answered,
2383,1402/08/07 16:03:02,548,20:726,2142170387,3:814,4:58,3:26,answered,
2384,1402/12/16 08:26:19,862,39:435,921129649910,21:753,4:54,2:46,answered,
2385,1402/05/06 14:32:47,2142170757,38:316,9421702371,12:633,3:49,1:09,answered,
2386,1402/10/25 19:18:27,421708665,20:450,9427,4:293,5:01,0:00,No answer,no pickup
2387,1402/04/10 19:21:46,1214366,16:323,5538823,27:627,1:08,4:38,answered,
2388,1402/10/03 12:43:29,7575492,31:108,21498013376,-,0:07,0:22,answered,
2389,1402/06/18 14:56:46,9162315,26:445,528,-,1:57,4:28,answered,
2390,1402/05/10 10:00:02,6057921,9:570,2098100,9:868,0:43,0:00,busy,
2391,1402/11/17 09:24:55,669,13:268,3763,29:527,5:14,5:41,answered,
2392,1402/03/14 18:57:18,21243107539,9:706,9421702414,25:786,2:46,0:00,No answer,no pickup
2393,1402/12/24 09:44:34,243,39:953,916,20:993,0:22,4:18,answered,
2394,1402/08/19 15:37:34,8438947,12:291,3897245,19:448,2:44,0:00,No answer,no pickup
2395,1402/10/13 08:07:48,2142170142,31:556,421701014,18:480,1:36,0:00,busy,
2396,1402/04/08 16:21:51,1579866,16:848,2142170792,3:863,5:40,0:00,No answer,no pickup
2397,1402/06/06 11:23:33,421706539,32:926,3563773,-,5:52,0:04,answered,
2398,1402/03/10 20:36:40,617,12:227,458,22:539,4:19,2:14,answered,
2399,1402/12/22 15:43:37,8871,6:157,9421702359,18:651,1:21,3:10,answered,
2400,1402/10/05 15:26:42,8396433,35:777,421707120,31:671,2:09,0:00,busy,
2401,1402/12/12 07:52:24,8751536,25:730,9421703097,9:850,4:20,0:00,No answer,no pickup
2402,1402/12/18 12:19:01,7859441,11:496,921593311156,9:201,4:02,0:00,No answer,no pickup
2403,1402/09/11 20:10:09,136,39:774,335,-,0:12,0:00,busy,
2404,1402/04/01 07:29:41,1739871,19:901,9454,29:855,3:30,2:07,answered,
2405,1402/12/12 14:44:32,5651831,25:513,921432533630,30:159,1:52,2:01,answered,
2406,1402/07/17 16:26:23,766,23:980,21795085261,14:239,3:48,0:00,Failed,network error
2407,1402/05/07 16:27:33,2142170841,19:627,2240,21:697,3:03,0:00,busy,
2408,1402/12/22 16:40:41,21118208716,10:588,981,-,4:36,1:35,answered,
2409,1402/02/17 07:33:27,21979216501,29:800,421708576,9:229,3:08,0:00,busy,
2410,1402/07/28 13:21:50,2142170252,6:599,381,13:179,1:05,0:00,Failed,network error
2411,1402/07/26 09:50:51,8493,23:450,421704527,32:533,5:23,0:00,busy,
2412,1402/06/09 15:44:12,21282566516,27:276,272,13:394,0:14,2:01,answered,
2413,1402/08/10 17:47:18,421704460,28:816,9421705968,17:651,1:07,4:54,answered,
2414,1402/09/18 14:30:17,498,3:897,2142170225,14:887,0:21,0:00,Failed,network error
2415,1402/03/11 18:15:41,21446508656,34:955,921487447713,16:369,0:01,3:23,answered,
2416,1402/12/25 07:56:26,399,32:746,9421707656,-,1:13,0:00,No answer,no pickup
2417,1402/10/16 08:47:49,877,8:632,5108,4:112,1:42,2:02,answered,
2418,1402/01/07 08:42:00,4582,28:506,9421702732,28:819,2:06,0:00,No answer,no pickup
2419,1402/06/28 15:40:45,5788,32:734,9421708888,23:576,5:37,0:00,Failed,network error
2420,1402/10/02 13:37:45,214,12:919,421708946,37:922,2:06,0:34,answered,
2421,1402/07/26 12:03:41,4278668,15:150,921999842003,9:367,0:06,2:48,answered,
2422,1402/05/20 12:30:27,421701765,4:354,421704352,37:527,5:04,0:00,No answer,no pickup
2423,1402/02/05 18:48:36,21949297045,29:521,968,10:216,5:54,1:21,answered,
2424,1402/09/21 10:43:56,2142170661,20:671,4153,37:988,4:45,0:00,Failed,network error
2425,1402/11/15 07:13:25,2142170412,17:287,21185904002,32:840,1:13,0:13,answered,
2426,1402/07/06 20:04:48,2142170341,31:902,8189,39:974,5:52,0:00,No answer,no pickup
2427,1402/02/23 12:57:05,5292101,31:885,9421703748,2:849,3:43,0:00,No answer,no pickup
2428,1402/02/20 13:44:41,7313,21:194,2142170504,26:275,3:05,2:22,answered,
2429,1402/08/04 09:04:36,165,38:684,921962378577,39:906,0:31,3:46,answered,
2430,1402/08/17 20:18:12,8070022,1:816,9421707244,15:720,4:31,4:40,answered,
2431,1402/12/19 09:10:24,21746594918,36:979,921949874932,33:582,0:41,5:13,answered,
2432,1402/05/24 13:18:13,657,2:617,5576530,9:253,1:22,3:23,answered,
2433,1402/07/14 09:09:51,21512266435,17:603,21555731492,1:306,4:09,0:00,busy,
2434,1402/11/15 17:37:15,9071002,39:717,6886,40:589,4:15,5:55,answered,
2435,1402/07/17 16:50:33,4933833,10:453,9421707883,29:315,4:55,5:27,answered,
2436,1402/11/20 20:45:40,2652,40:341,2142170450,32:338,5:40,2:08,answered,
2437,1402/10/24 12:03:34,21906849603,26:574,529,10:518,5:40,0:00,Failed,network error
2438,1402/08/03 15:04:38,381,3:467,21867778673,29:371,3:32,0:00,busy,
2439,1402/03/09 09:24:07,4305,4:826,840,10:386,4:44,0:00,busy,
2440,1402/07/25 13:05:13,836,10:694,2884919,26:343,2:30,1:16,answered,
2441,1402/09/22 18:19:53,739,15:620,8268500,23:637,0:01,4:39,answered,
2442,1402/02/28 11:39:01,9669,20:615,2142170550,15:453,5:38,0:00,Failed,network error
2443,1402/07/04 18:03:31,643,32:838,6364,39:751,3:29,0:00,busy,
2444,1402/01/01 09:31:00,421703226,9:571,7153,4:976,3:53,3:51,answered,
2445,1402/07/17 20:04:09,8693,3:609,21614538690,1:155,0:25,4:54,answered,
2446,1402/07/11 09:13:11,2558,9:198,4922445,35:729,2:17,0:12,answered,
2447,1402/06/14 16:20:37,6176,3:593,403,-,2:45,0:00,answered,
2448,1402/09/21 08:04:29,461,13:125,421703874,37:913,4:14,4:09,answered,
2449,1402/02/17 12:03:20,21552878999,25:985,921389302840,-,0:36,0:09,answered,
2450,1402/04/18 20:27:22,7048589,20:570,921649818440,-,5:54,0:43,answered,
2451,1402/03/08 07:54:50,2142170587,4:953,9705,1:698,5:19,2:40,answered,
2452,1402/11/12 20:24:27,250,4:966,421703350,24:129,2:39,0:53,answered,
2453,1402/10/10 14:17:14,6576,30:255,8893793,38:142,5:12,2:55,answered,
2454,1402/05/16 08:58:48,421702960,20:291,421701276,15:272,0:06,0:00,Failed,network error
2455,1402/09/08 08:16:23,21126623773,11:355,421704309,1:312,2:24,0:00,Failed,network error
2456,1402/09/13 13:48:34,421704287,3:865,3565,22:667,0:02,0:45,answered,
2457,1402/06/28 07:58:05,2142170995,21:376,915,35:804,5:51,2:29,answered,
2458,1402/09/28 19:07:22,2807,8:402,9421705914,27:194,4:42,0:00,No answer,no pickup
2459,1402/03/13 13:27:34,6417,36:470,421701065,21:783,2:15,5:43,answered,
2460,1402/05/10 19:51:08,477,15:921,921759959902,28:285,1:24,0:00,busy,
2461,1402/03/18 15:14:25,584,14:829,421709614,4:775,2:48,1:12,answered,
2462,1402/04/10 11:29:53,21613135611,37:907,9421701278,11:866,1:14,4:56,answered,
2463,1402/11/17 20:17:42,2761968,13:223,2142170358,21:812,5:43,3:19,answered,
2464,1402/06/14 12:28:31,21974740739,38:685,9421703961,4:494,0:32,0:00,busy,
2465,1402/06/11 08:37:57,421705425,9:396,421702809,9:626,3:15,2:35,answered,
2466,1402/02/10 11:20:13,2142170116,16:604,421708064,23:963,1:01,0:00,busy,
2467,1402/09/09 07:46:39,21669146164,6:306,421706733,32:618,0:00,4:00,answered,
2468,1402/06/04 11:37:54,295,23:434,9421702451,13:655,3:54,1:24,answered,
2469,1402/07/27 15:19:33,1729,9:978,921718084388,11:300,5:56,0:00,No answer,no pickup
2470,1402/05/12 18:46:07,21170464450,40:729,106,-,4:30,0:00,busy,
2471,1402/04/26 14:14:53,421704002,28:727,9421707327,4:368,1:09,5:24,answered,
2472,1402/04/02 19:52:48,21690473535,23:981,2142170365,37:579,1:49,2:53,answered,
2473,1402/08/06 14:16:56,2142170235,1:817,921526060098,17:770,5:15,0:00,busy,
2474,1402/01/14 09:34:48,21741199136,37:774,7402542,13:633,2:13,2:54,answered,
2475,1402/08/09 20:31:20,489,12:710,5589225,29:569,2:25,2:20,answered,
2476,1402/03/21 08:15:14,21388956383,34:604,921866570310,14:756,5:50,2:11,answered,
2477,1402/03/12 09:23:55,21548354574,19:320,783,-,5:15,2:11,answered,
2478,1402/08/25 12:26:57,21617346606,7:117,2142170571,5:139,1:52,0:00,Failed,network error
2479,1402/03/07 09:35:22,21321239551,17:201,2142170269,9:268,3:52,1:40,answered,
2480,1402/01/09 12:07:53,421707214,40:502,6371,29:605,4:32,0:49,answered,
2481,1402/06/26 11:26:39,21259132684,3:312,2142170426,25:942,5:36,5:12,answered,
2482,1402/09/24 14:27:40,21157197323,11:745,421706455,12:999,1:21,3:18,answered,
2483,1402/10/13 16:36:38,21409998689,37:322,421706078,7:683,5:07,5:36,answered,
2484,1402/06/04 14:54:58,2142170974,21:632,921223190024,14:563,1:21,1:12,answered,
2485,1402/07/06 08:03:45,421708028,26:463,921768685843,6:412,5:39,2:53,answered,
2486,1402/11/02 10:43:03,496,10:572,5310557,27:142,4:58,5:34,answered,
2487,1402/03/07 08:16:36,6869,18:887,9421704584,7:272,2:45,4:27,answered,
2488,1402/01/22 08:45:15,21720981804,18:590,21251414050,11:715,5:25,1:50,answered,
2489,1402/12/09 18:14:44,512,37:857,2142170747,19:448,1:38,5:25,answered,
2490,1402/12/26 20:25:33,21524081744,22:869,2142170639,29:912,3:32,0:00,busy,
2491,1402/05/06 19:49:34,421701918,3:719,421703246,1:265,0:38,3:37,answered,
2492,1402/08/02 09:42:54,1963515,23:308,421702753,39:585,0:34,3:03,answered,
2493,1402/01/22 08:20:14,2142170477,16:332,9725371,-,1:21,3:36,answered,
2494,1402/10/14 15:14:39,574,19:652,421704311,20:261,1:26,5:27,answered,
2495,1402/04/28 20:45:24,421702543,28:608,21134913156,-,3:56,0:00,busy,
2496,1402/05/17 17:20:46,4514522,12:943,2142170425,29:880,4:36,0:00,busy,
2497,1402/04/12 09:07:42,421705965,39:608,9421708583,-,0:27,0:00,Failed,network error
2498,1402/08/17 10:00:56,2142170223,29:442,421706402,-,1:31,5:01,answered,
2499,1402/11/13 10:52:59,421705914,27:404,421701526,10:847,0:11,0:00,Failed,network error
2500,1402/08/20 13:30:42,554,20:499,776,12:495,4:32,3:45,answered,
2501,1402/12/26 18:35:08,421701133,7:949,379,11:756,3:42,0:00,No answer,no pickup
2502,1402/08/12 13:07:26,299,3:915,921249491851,19:697,2:44,1:25,answered,
2503,1402/07/03 17:59:23,21782287956,40:273,421705109,13:261,5:21,0:00,Failed,network error
2504,1402/12/16 18:53:52,990,5:180,1690303,9:580,1:01,5:08,answered,
2505,1402/03/07 07:50:13,421709595,16:480,421703920,10:327,1:36,4:39,answered,
2506,1402/08/18 14:24:28,6111399,35:941,9421708387,26:107,5:35,0:00,busy,
2507,1402/08/09 10:01:57,5229665,26:258,421705448,25:640,0:19,5:43,answered,
2508,1402/02/07 07:48:00,5991,34:378,9421703029,14:699,0:18,0:37,answered,
2509,1402/05/19 12:03:55,9117963,19:389,150,11:551,0:52,0:00,Failed,network error
2510,1402/02/26 19:26:05,3980,25:706,2142170944,27:928,1:17,0:00,No answer,no pickup
2511,1402/11/10 08:02:15,21985163238,31:520,421704705,12:524,5:21,4:17,answered,
2512,1402/02/14 11:50:49,21625838516,18:831,678,33:381,3:06,1:10,answered,
2513,1402/01/04 11:24:02,1102915,9:295,2185811,24:355,2:40,0:00,No answer,no pickup
2514,1402/02/13 14:52:24,7828,26:150,21240812356,7:506,4:37,1:29,answered,
2515,1402/09/08 11:31:42,9847,29:865,9421702819,-,5:52,5:45,answered,
2516,1402/11/28 08:53:47,2142170830,20:855,21382131148,18:878,2:19,3:36,answered,
2517,1402/10/27 19:01:48,994,2:193,2142170696,27:638,5:46,4:14,answered,
2518,1402/04/21 07:13:01,421705500,29:894,2951,25:172,3:00,0:00,busy,
2519,1402/01/20 15:31:08,266,34:416,7482,5:624,0:34,0:00,No answer,no pickup
2520,1402/06/15 09:54:59,792,20:610,544,11:184,1:49,4:26,answered,
2521,1402/05/04 14:47:44,421707209,11:984,421707049,40:129,0:28,0:00,busy,
2522,1402/05/16 07:49:55,21768637218,24:810,9935840,11:951,3:20,0:00,No answer,no pickup
2523,1402/02/11 14:49:50,664,8:185,421707566,9:139,3:01,0:33,answered,
2524,1402/02/12 07:45:45,1589359,16:292,921892625525,39:917,5:32,5:16,answered,
2525,1402/11/27 14:34:23,1861,14:233,921930434229,8:807,5:00,0:00,busy,
2526,1402/07/12 15:19:53,21439893090,37:777,1037,7:411,0:56,0:00,Failed,network error
2527,1402/11/24 20:51:38,2142170750,3:725,2142170678,4:246,5:58,3:47,answered,
2528,1402/09/07 13:08:26,1463,38:524,921299183864,-,3:42,3:56,answered,
2529,1402/05/04 18:08:16,21875296942,21:952,921254897881,29:870,3:02,0:00,busy,
2530,1402/09/03 15:47:51,2142170187,35:645,6056244,25:552,4:37,0:00,No answer,no pickup
2531,1402/05/27 18:05:19,6013919,11:122,970,18:956,4:52,5:50,answered,
2532,1402/08/18 13:43:46,5382,13:914,421705046,29:870,1:13,3:42,answered,
2533,1402/03/27 08:47:02,421708330,39:429,21445446843,39:496,4:26,0:00,Failed,network error
2534,1402/08/01 16:36:23,21873079099,8:194,421709467,14:831,2:25,5:10,answered,
2535,1402/06/15 19:58:55,2142170862,38:819,421701902,2:124,0:48,2:19,answered,
2536,1402/03/01 09:07:28,2142170256,21:653,921405727562,36:317,4:44,0:00,No answer,no pickup
2537,1402/05/17 16:12:53,21637013760,10:332,9421703032,31:474,3:31,0:00,No answer,no pickup
2538,1402/11/18 16:32:35,566,3:598,4241484,31:989,5:59,2:27,answered,
2539,1402/10/08 11:24:34,2142170957,9:967,7451924,36:471,0:25,2:09,answered,
2540,1402/04/09 17:04:17,421709735,19:673,421702877,32:551,2:28,3:49,answered,
2541,1402/10/14 07:55:26,421708103,35:617,421709872,25:548,5:45,2:46,answered,
2542,1402/02/13 10:16:49,421701505,27:438,9421709462,-,2:49,0:22,answered,
2543,1402/08/20 07:34:47,421702214,28:776,421704829,21:906,0:58,5:16,answered,
2544,1402/08/02 08:57:52,701,22:478,9421701593,11:288,3:19,0:00,busy,
2545,1402/03/01 20:11:10,21346552957,30:833,9421704516,14:768,0:32,0:03,answered,
2546,1402/11/21 10:09:35,421702498,12:334,21184755577,5:292,1:42,5:04,answered,
2547,1402/01/17 11:24:38,4669,34:932,9359,14:241,4:50,3:57,answered,
2548,1402/10/17 11:22:36,2142170945,35:729,921371370244,39:162,3:25,0:36,answered,
2549,1402/08/06 11:17:48,2142170883,20:498,21726465889,16:184,1:46,4:43,answered,
2550,1402/10/27 07:37:33,2142170309,6:801,2142170849,-,1:48,0:21,answered,
2551,1402/11/11 09:14:31,2285136,1:101,1541,29:610,3:23,0:00,busy,
2552,1402/08/09 15:19:27,21103226073,18:751,8843,4:936,1:08,1:14,answered,
2553,1402/12/09 19:21:38,6437,40:529,921830585821,9:377,1:05,0:00,busy,
2554,1402/02/09 08:08:59,421702255,22:578,330,-,0:29,3:53,answered,
2555,1402/04/27 08:23:51,3445,27:919,8597,32:315,0:43,0:08,answered,
2556,1402/04/23 08:51:00,2142170364,37:114,7394684,23:668,5:22,4:45,answered,
2557,1402/08/21 08:38:09,363,25:413,2142170850,1:277,1:35,0:00,No answer,no pickup
2558,1402/06/19 18:39:00,388,8:676,21836649706,18:325,5:42,0:00,busy,
2559,1402/03/06 09:03:22,4562395,16:234,21311187000,3:654,4:15,4:45,answered,
2560,1402/09/06 11:51:29,2142170708,23:678,21566171014,7:887,0:57,3:12,answered,
2561,1402/04/04 13:01:15,1665,23:154,21788857602,20:991,2:00,3:52,answered,
2562,1402/05/25 19:40:47,421703705,21:541,2142170516,25:649,3:24,0:00,busy,
2563,1402/01/27 07:53:44,746,8:316,421705284,29:369,1:28,4:17,answered,
2564,1402/03/11 20:46:42,207,35:806,923,31:537,1:41,0:00,Failed,network error
2565,1402/07/27 13:05:02,3334501,4:136,5177657,-,0:54,0:33,answered,
2566,1402/10/03 11:03:08,347,26:702,434,25:330,0:20,5:22,answered,
2567,1402/04/04 15:59:48,6800875,15:853,9421706751,9:297,3:03,0:00,Failed,network error
2568,1402/05/06 16:14:10,9444685,26:857,21238138541,21:564,0:04,3:55,answered,
2569,1402/10/16 08:11:30,437,37:338,21206536054,-,1:56,0:00,No answer,no pickup
2570,1402/09/14 16:52:24,377,1:725,7999060,25:512,0:05,5:55,answered,
2571,1402/04/12 15:51:15,3892,2:699,421701758,15:302,5:24,1:07,answered,
2572,1402/06/22 11:51:37,2142170389,25:386,921286175686,11:276,0:26,4:57,answered,
2573,1402/06/18 07:42:44,3558,36:895,103,26:741,1:16,0:00,No answer,no pickup
2574,1402/02/20 20:48:57,5910885,12:551,588,11:563,3:32,1:18,answered,
2575,1402/04/10 07:11:03,21893281816,32:992,9421702771,5:610,2:20,3:48,answered,
2576,1402/01/01 19:00:56,2142170279,6:333,421709480,11:838,0:17,4:37,answered,
2577,1402/04/21 14:45:26,21501139215,19:430,421703772,34:848,5:56,2:27,answered,
2578,1402/05/16 07:59:40,2583,38:206,759,30:859,5:07,0:00,No answer,no pickup
